,,,,,,,by cancer type,,,,,gene set,,,,,,,
MKKS,CD8.c17(NME1+ T),0.23 ,8.76E-09,1.02E-07,1433,27.42%,4,0.29 ,14,0.53 ,2.11E-03,,,,,,,,
DLD,CD8.c17(NME1+ T),0.23 ,1.80E-04,7.09E-04,1434,31.51%,3,0.21 ,14,0.76 ,4.86E-08,,,,,,TRUE,,TRUE
SEPT1,CD8.c17(NME1+ T),0.23 ,1.97E-14,9.42E-13,1435,46.07%,2,0.14 ,14,0.37 ,8.87E-02,,,,,,,,
RTN3,CD8.c17(NME1+ T),0.23 ,1.77E-07,1.45E-06,1436,36.00%,3,0.21 ,14,0.43 ,7.11E-03,,,,,TRUE,,,
RAB11A,CD8.c17(NME1+ T),0.23 ,3.61E-19,5.25E-17,1437,46.07%,2,0.14 ,14,0.39 ,5.45E-03,,,,,,,,
MRPL9,CD8.c17(NME1+ T),0.23 ,9.81E-06,5.21E-05,1438,36.97%,3,0.21 ,14,0.52 ,4.71E-04,,,,,,,,
RCC2,CD8.c17(NME1+ T),0.23 ,8.21E-05,3.47E-04,1439,22.87%,5,0.36 ,14,0.71 ,2.06E-05,,,,,,,,
TIMM9,CD8.c17(NME1+ T),0.23 ,4.09E-11,8.81E-10,1440,24.69%,3,0.21 ,14,0.59 ,4.87E-05,,,,,,,,
TXNRD1,CD8.c17(NME1+ T),0.23 ,6.83E-07,4.77E-06,1441,27.29%,1,0.07 ,14,0.51 ,9.04E-14,,,,,,TRUE,TRUE,
NOP56,CD8.c17(NME1+ T),0.23 ,3.51E-07,2.63E-06,1442,40.68%,2,0.14 ,14,0.45 ,1.42E-10,,,,,,,,
SORD,CD8.c17(NME1+ T),0.23 ,4.08E-06,2.40E-05,1443,10.85%,6,0.43 ,14,0.63 ,1.28E-04,,,,,,TRUE,,
FARSA,CD8.c17(NME1+ T),0.23 ,3.68E-05,1.70E-04,1444,30.21%,4,0.29 ,14,0.53 ,9.55E-15,,,,,,TRUE,,
ZDHHC16,CD8.c17(NME1+ T),0.23 ,4.76E-06,2.75E-05,1445,20.60%,3,0.21 ,14,0.82 ,2.66E-09,,,,,TRUE,TRUE,,
CRELD2,CD8.c17(NME1+ T),0.23 ,2.98E-10,5.19E-09,1446,34.05%,4,0.29 ,14,0.51 ,6.16E-04,,,,TRUE,,,,
NET1,CD8.c17(NME1+ T),0.23 ,1.10E-04,4.53E-04,1447,9.68%,4,0.29 ,14,0.97 ,6.24E-13,,,,,,,,
DCAF13,CD8.c17(NME1+ T),0.23 ,5.70E-05,2.50E-04,1448,31.12%,4,0.29 ,14,0.71 ,4.89E-07,,,,,,,,
PSMG4,CD8.c17(NME1+ T),0.23 ,1.49E-09,2.15E-08,1449,23.13%,3,0.21 ,14,0.50 ,1.83E-04,,,,,,,,
DHCR24,CD8.c17(NME1+ T),0.23 ,1.33E-04,5.38E-04,1450,8.71%,2,0.14 ,14,0.57 ,1.29E-16,,,,,TRUE,TRUE,,TRUE
DRAP1,CD8.c17(NME1+ T),0.23 ,1.28E-05,6.58E-05,1451,48.99%,2,0.14 ,14,0.56 ,2.12E-07,TRUE,,,,,,,
GYG1,CD8.c17(NME1+ T),0.23 ,2.96E-03,8.65E-03,1452,45.35%,4,0.29 ,14,0.83 ,8.85E-23,,,,,,TRUE,,TRUE
RRS1,CD8.c17(NME1+ T),0.23 ,4.47E-09,5.67E-08,1453,18.39%,1,0.07 ,14,0.47 ,1.20E-11,,,,,,,,
HRAS,CD8.c17(NME1+ T),0.23 ,5.80E-06,3.27E-05,1454,18.26%,4,0.29 ,14,0.65 ,4.05E-06,,,,,,,,
PDIA4,CD8.c17(NME1+ T),0.23 ,4.94E-05,2.21E-04,1455,36.65%,5,0.36 ,14,0.68 ,5.56E-05,,,,,,TRUE,,
CSTF2,CD8.c17(NME1+ T),0.23 ,5.50E-07,3.94E-06,1456,21.70%,2,0.14 ,14,0.66 ,3.29E-06,,,,,,,,
SEPT9,CD8.c17(NME1+ T),0.23 ,3.32E-16,2.37E-14,1457,47.69%,2,0.14 ,14,0.40 ,6.08E-02,,,,,,,,
BCCIP,CD8.c17(NME1+ T),0.23 ,8.19E-06,4.46E-05,1458,36.58%,3,0.21 ,14,0.49 ,2.00E-12,,,,,,,,
BRIX1,CD8.c17(NME1+ T),0.23 ,2.92E-07,2.25E-06,1459,29.69%,1,0.07 ,14,0.44 ,5.18E-02,,,,,,,,
EIF3G,CD8.c17(NME1+ T),0.23 ,4.83E-19,6.40E-17,1460,50.55%,2,0.14 ,14,0.43 ,3.96E-08,,,,,,,,
EIF4G1,CD8.c17(NME1+ T),0.23 ,1.38E-06,9.00E-06,1461,38.73%,3,0.21 ,14,0.62 ,1.48E-05,,,TRUE,,,,,
DNAJC19,CD8.c17(NME1+ T),0.23 ,5.16E-11,1.09E-09,1462,39.77%,2,0.14 ,14,0.45 ,2.05E-02,,,,,,,,
PCBD1,CD8.c17(NME1+ T),0.23 ,4.24E-09,5.41E-08,1463,29.24%,3,0.21 ,14,0.54 ,2.75E-03,,,,,,TRUE,,TRUE
ODF2,CD8.c17(NME1+ T),0.23 ,6.59E-07,4.62E-06,1464,25.93%,4,0.29 ,14,0.62 ,1.81E-05,,,,,,,,
KRTCAP2,CD8.c17(NME1+ T),0.23 ,1.27E-12,4.02E-11,1465,46.72%,2,0.14 ,14,0.42 ,2.92E-02,,,,,TRUE,,,
FBXO4,CD8.c17(NME1+ T),0.23 ,8.32E-08,7.47E-07,1466,16.24%,4,0.29 ,14,0.53 ,1.98E-03,,,,,,,,
DERA,CD8.c17(NME1+ T),0.23 ,1.37E-05,7.02E-05,1467,20.66%,4,0.29 ,14,0.64 ,4.85E-07,,,,,,TRUE,,
CCDC86,CD8.c17(NME1+ T),0.23 ,6.80E-05,2.93E-04,1468,15.46%,4,0.29 ,14,0.76 ,3.85E-08,,,,,,,,
OSGEP,CD8.c17(NME1+ T),0.23 ,3.43E-06,2.06E-05,1469,30.86%,3,0.21 ,14,0.74 ,1.22E-07,,,,,,TRUE,,TRUE
RBFA,CD8.c17(NME1+ T),0.23 ,6.98E-08,6.41E-07,1470,18.84%,4,0.29 ,14,0.44 ,1.78E-02,,,,,,,,
TEX30,CD8.c17(NME1+ T),0.23 ,1.67E-04,6.63E-04,1471,23.33%,3,0.21 ,14,0.84 ,5.60E-08,,,,,,,,
CD52,CD8.c17(NME1+ T),0.23 ,1.98E-03,6.08E-03,1472,53.48%,4,0.29 ,14,0.71 ,1.72E-11,,,,,TRUE,,TRUE,
GSTZ1,CD8.c17(NME1+ T),0.23 ,4.82E-07,3.50E-06,1473,11.05%,2,0.14 ,14,0.44 ,1.28E-04,,,,,,TRUE,,TRUE
ECHDC1,CD8.c17(NME1+ T),0.23 ,3.86E-08,3.81E-07,1474,35.15%,4,0.29 ,14,0.43 ,2.26E-02,,,,,,TRUE,,
RBM42,CD8.c17(NME1+ T),0.23 ,2.20E-07,1.76E-06,1475,39.90%,3,0.21 ,14,0.60 ,3.56E-05,,,,,,,,
SMTN,CD8.c17(NME1+ T),0.23 ,6.68E-04,2.30E-03,1476,5.13%,2,0.14 ,14,1.11 ,8.29E-17,,,,,,,,
LAS1L,CD8.c17(NME1+ T),0.23 ,9.69E-06,5.16E-05,1477,23.00%,4,0.29 ,14,0.73 ,1.82E-07,,,,,,,,
GINS4,CD8.c17(NME1+ T),0.23 ,1.82E-06,1.16E-05,1478,12.48%,3,0.21 ,14,0.54 ,2.57E-04,,,,,,,,
FAM107B,CD8.c17(NME1+ T),0.23 ,2.23E-11,5.13E-10,1479,46.13%,3,0.21 ,14,0.54 ,2.41E-04,,,,,,,,
DDOST,CD8.c17(NME1+ T),0.23 ,3.83E-08,3.79E-07,1480,49.38%,2,0.14 ,14,0.45 ,6.23E-11,,,,,TRUE,,,
LYPLA2,CD8.c17(NME1+ T),0.23 ,2.32E-10,4.13E-09,1481,37.95%,3,0.21 ,14,0.48 ,1.56E-03,,,,,,,,
VPS51,CD8.c17(NME1+ T),0.23 ,2.10E-16,1.56E-14,1482,37.36%,2,0.14 ,14,0.41 ,3.30E-03,,,,,,,,
CCAR1,CD8.c17(NME1+ T),0.23 ,5.19E-10,8.41E-09,1483,40.22%,3,0.21 ,14,0.50 ,8.74E-04,,,,,,,,
OTUB1,CD8.c17(NME1+ T),0.23 ,1.44E-06,9.36E-06,1484,49.90%,3,0.21 ,14,0.40 ,8.77E-09,,,,,,TRUE,,
GET4,CD8.c17(NME1+ T),0.23 ,8.19E-08,7.39E-07,1485,27.88%,5,0.36 ,14,0.51 ,6.56E-04,,,,,,,,
IDH3A,CD8.c17(NME1+ T),0.23 ,2.11E-04,8.17E-04,1486,25.86%,3,0.21 ,14,0.66 ,3.94E-06,,,,,,TRUE,TRUE,
CCNB1IP1,CD8.c17(NME1+ T),0.23 ,8.47E-07,5.78E-06,1487,25.80%,1,0.07 ,14,0.48 ,1.01E-02,,,,,,TRUE,,
IFI27L2,CD8.c17(NME1+ T),0.23 ,3.97E-09,5.13E-08,1488,44.18%,4,0.29 ,14,0.45 ,6.23E-05,,,,,,,,
ERCC1,CD8.c17(NME1+ T),0.23 ,1.79E-09,2.51E-08,1489,30.80%,3,0.21 ,14,0.48 ,1.83E-03,,,,,,,,
MPV17,CD8.c17(NME1+ T),0.23 ,7.08E-09,8.47E-08,1490,29.95%,2,0.14 ,14,0.44 ,5.44E-03,,,,,TRUE,,,TRUE
PRPS2,CD8.c17(NME1+ T),0.23 ,2.46E-07,1.94E-06,1492,26.64%,2,0.14 ,14,0.55 ,1.80E-05,,TRUE,,,,TRUE,,
TXNDC9,CD8.c17(NME1+ T),0.22 ,1.89E-09,2.64E-08,1493,31.84%,2,0.14 ,14,0.42 ,4.21E-02,,,,,,,,
NELFE,CD8.c17(NME1+ T),0.22 ,5.25E-08,5.00E-07,1494,36.84%,4,0.29 ,14,0.55 ,2.18E-03,,,,,,,,
GPX1,CD8.c17(NME1+ T),0.22 ,5.24E-12,1.42E-10,1495,39.44%,2,0.14 ,14,0.38 ,1.16E-03,,,TRUE,,,,,
SNX10,CD8.c17(NME1+ T),0.22 ,5.02E-06,2.88E-05,1496,26.51%,3,0.21 ,14,0.70 ,5.32E-07,,,,,,,,
CYB561A3,CD8.c17(NME1+ T),0.22 ,1.62E-09,2.31E-08,1497,23.52%,4,0.29 ,14,0.62 ,1.74E-05,,,,,TRUE,,,
SLC25A46,CD8.c17(NME1+ T),0.22 ,3.99E-11,8.62E-10,1498,27.10%,0,0.00 ,14,0.45 ,7.47E-02,,,,,TRUE,,,TRUE
C12orf45,CD8.c17(NME1+ T),0.22 ,2.90E-05,1.37E-04,1499,18.13%,3,0.21 ,14,0.51 ,3.74E-03,,,,,,,,
MIS18BP1,CD8.c17(NME1+ T),0.22 ,1.40E-06,9.14E-06,1500,34.70%,2,0.14 ,14,0.85 ,6.10E-10,TRUE,,,,,,,
NTAN1,CD8.c17(NME1+ T),0.22 ,8.93E-09,1.04E-07,1501,26.58%,4,0.29 ,14,0.53 ,2.17E-03,,,,,,,,
DDX21,CD8.c17(NME1+ T),0.22 ,7.23E-10,1.14E-08,1502,44.96%,2,0.14 ,14,0.44 ,3.91E-10,,,TRUE,,,TRUE,,
TOX2,CD8.c17(NME1+ T),0.22 ,4.48E-04,1.60E-03,1503,17.28%,3,0.21 ,14,0.95 ,1.66E-12,TRUE,,,,,,,
MIF4GD,CD8.c17(NME1+ T),0.22 ,2.52E-06,1.55E-05,1504,33.14%,4,0.29 ,14,0.84 ,7.53E-10,,,,,,,,
ABCF1,CD8.c17(NME1+ T),0.22 ,1.27E-07,1.08E-06,1505,39.12%,2,0.14 ,14,0.48 ,1.88E-03,,,,,,,,
UBL4A,CD8.c17(NME1+ T),0.22 ,9.62E-06,5.13E-05,1506,21.70%,2,0.14 ,14,0.59 ,4.04E-04,,,,,,,,
DPP4,CD8.c17(NME1+ T),0.22 ,2.56E-03,7.60E-03,1507,19.30%,2,0.14 ,14,1.02 ,7.56E-34,,,,TRUE,TRUE,TRUE,TRUE,
HAT1,CD8.c17(NME1+ T),0.22 ,4.93E-05,2.20E-04,1508,32.75%,3,0.21 ,14,0.55 ,2.58E-05,,,TRUE,,,TRUE,,
TRAPPC3,CD8.c17(NME1+ T),0.22 ,1.22E-11,2.98E-10,1509,36.52%,3,0.21 ,14,0.49 ,7.55E-03,,,,,,,,
COQ3,CD8.c17(NME1+ T),0.22 ,2.30E-05,1.11E-04,1510,9.68%,3,0.21 ,14,0.65 ,2.79E-07,,,,,,TRUE,,
EFHD2,CD8.c17(NME1+ T),0.22 ,6.78E-05,2.92E-04,1511,39.96%,4,0.29 ,14,0.64 ,1.20E-13,,,,,,,,
MRPS27,CD8.c17(NME1+ T),0.22 ,5.22E-06,2.98E-05,1512,24.43%,2,0.14 ,14,0.46 ,3.15E-03,,,,,,,,
NOA1,CD8.c17(NME1+ T),0.22 ,2.60E-13,9.53E-12,1514,24.04%,2,0.14 ,14,0.40 ,4.74E-03,,,,,,,,
SF3A3,CD8.c17(NME1+ T),0.22 ,3.27E-09,4.31E-08,1515,37.69%,2,0.14 ,14,0.41 ,4.31E-02,,,,,,,,
CCND3,CD8.c17(NME1+ T),0.22 ,2.31E-07,1.84E-06,1516,49.19%,3,0.21 ,14,0.59 ,4.18E-08,,TRUE,,,,,,
PPA2,CD8.c17(NME1+ T),0.22 ,2.70E-07,2.10E-06,1517,27.42%,3,0.21 ,14,0.67 ,3.45E-05,,,,,,TRUE,,TRUE
TIFA,CD8.c17(NME1+ T),0.22 ,9.96E-05,4.15E-04,1518,24.95%,4,0.29 ,14,0.61 ,1.43E-07,,,,,,,,
HIGD1A,CD8.c17(NME1+ T),0.22 ,6.68E-07,4.67E-06,1519,24.76%,3,0.21 ,14,0.67 ,3.02E-05,,,,,TRUE,,,
ARMC6,CD8.c17(NME1+ T),0.22 ,6.03E-08,5.63E-07,1520,19.36%,3,0.21 ,14,0.46 ,2.00E-11,,,,,,,,
ME2,CD8.c17(NME1+ T),0.22 ,2.71E-10,4.75E-09,1521,28.14%,2,0.14 ,14,0.55 ,1.71E-04,,,,,,TRUE,,
NENF,CD8.c17(NME1+ T),0.22 ,4.08E-05,1.86E-04,1522,36.06%,5,0.36 ,14,0.60 ,2.70E-06,,,,TRUE,,,,
EIF3B,CD8.c17(NME1+ T),0.22 ,2.57E-06,1.58E-05,1523,25.47%,4,0.29 ,14,0.55 ,2.03E-04,,,,,,,,
NSL1,CD8.c17(NME1+ T),0.22 ,3.51E-12,1.00E-10,1524,31.12%,3,0.21 ,14,0.40 ,4.61E-03,,,,,,,,
ACTR2,CD8.c17(NME1+ T),0.22 ,6.17E-11,1.26E-09,1525,52.89%,1,0.07 ,14,0.43 ,6.57E-10,,,,,,,,
CAPNS1,CD8.c17(NME1+ T),0.22 ,3.89E-06,2.30E-05,1526,32.75%,3,0.21 ,14,0.57 ,1.07E-04,,,,,,,,
TRAF7,CD8.c17(NME1+ T),0.22 ,7.95E-06,4.34E-05,1527,25.80%,3,0.21 ,14,0.74 ,1.04E-07,,,,,,TRUE,,
MRPL46,CD8.c17(NME1+ T),0.22 ,3.24E-08,3.28E-07,1528,24.69%,3,0.21 ,14,0.49 ,5.59E-03,,,,,,,,
HCLS1,CD8.c17(NME1+ T),0.22 ,8.75E-18,9.03E-16,1529,50.88%,2,0.14 ,14,0.43 ,1.68E-03,,,,,,,,
MRPS5,CD8.c17(NME1+ T),0.22 ,2.18E-06,1.36E-05,1530,36.06%,2,0.14 ,14,0.50 ,3.69E-13,,,,,,,,
SIGMAR1,CD8.c17(NME1+ T),0.22 ,1.91E-07,1.55E-06,1531,25.02%,1,0.07 ,14,0.39 ,5.24E-02,,,,,TRUE,,TRUE,
FPGS,CD8.c17(NME1+ T),0.22 ,3.90E-08,3.85E-07,1532,31.19%,3,0.21 ,14,0.48 ,2.41E-12,,,,,,TRUE,,
TCOF1,CD8.c17(NME1+ T),0.22 ,4.73E-06,2.74E-05,1533,29.17%,4,0.29 ,14,0.52 ,5.12E-04,,,,,,,,
MRPL32,CD8.c17(NME1+ T),0.22 ,8.45E-07,5.78E-06,1534,32.88%,3,0.21 ,14,0.49 ,9.92E-03,,,,,,,,
SOD1,CD8.c17(NME1+ T),0.22 ,1.74E-04,6.87E-04,1535,50.55%,3,0.21 ,14,0.49 ,7.46E-03,,,,,,TRUE,,TRUE
BAD,CD8.c17(NME1+ T),0.22 ,1.80E-12,5.51E-11,1536,29.30%,4,0.29 ,14,0.42 ,2.38E-03,,,,,,,,
POLR3G,CD8.c17(NME1+ T),0.22 ,1.67E-03,5.20E-03,1537,4.55%,3,0.21 ,14,0.81 ,2.81E-11,,,,,,,,
SSB,CD8.c17(NME1+ T),0.22 ,3.73E-05,1.72E-04,1538,48.99%,2,0.14 ,14,0.62 ,7.58E-20,,,,,,,,
NECAP2,CD8.c17(NME1+ T),0.22 ,4.26E-10,7.01E-09,1539,35.61%,2,0.14 ,14,0.47 ,2.48E-03,,,,,,,,
DYNLL1,CD8.c17(NME1+ T),0.22 ,1.11E-07,9.60E-07,1540,47.24%,2,0.14 ,14,0.52 ,3.60E-03,,,,,,,,
DDX11,CD8.c17(NME1+ T),0.22 ,2.15E-03,6.54E-03,1541,15.46%,4,0.29 ,14,0.86 ,1.55E-12,,,,,,TRUE,,TRUE
ADD3,CD8.c17(NME1+ T),0.22 ,3.95E-11,8.55E-10,1542,37.69%,3,0.21 ,14,0.48 ,1.68E-03,,,,,,,,
ILVBL,CD8.c17(NME1+ T),0.22 ,3.53E-08,3.54E-07,1543,18.32%,3,0.21 ,14,0.62 ,1.41E-05,,,,,TRUE,,,
FUNDC2,CD8.c17(NME1+ T),0.22 ,4.36E-09,5.53E-08,1544,40.16%,2,0.14 ,14,0.46 ,2.90E-03,,,,,,,,
HARS,CD8.c17(NME1+ T),0.22 ,1.67E-06,1.07E-05,1545,33.07%,4,0.29 ,14,0.59 ,4.17E-06,,,,,,TRUE,,TRUE
HMGN3,CD8.c17(NME1+ T),0.22 ,5.94E-07,4.22E-06,1546,45.03%,3,0.21 ,14,0.60 ,2.17E-08,,,,,,,,
COPS6,CD8.c17(NME1+ T),0.22 ,3.81E-05,1.76E-04,1547,43.99%,4,0.29 ,14,0.57 ,1.37E-03,,,,,,TRUE,,
RPUSD1,CD8.c17(NME1+ T),0.22 ,2.17E-09,2.99E-08,1548,21.83%,4,0.29 ,14,0.51 ,3.46E-03,,,,,,,,
NQO2,CD8.c17(NME1+ T),0.22 ,4.17E-07,3.08E-06,1549,19.88%,2,0.14 ,14,0.48 ,1.03E-02,,,,,,TRUE,,
CLEC11A,CD8.c17(NME1+ T),0.22 ,4.34E-05,1.97E-04,1550,4.81%,5,0.36 ,14,0.54 ,3.11E-05,,,,TRUE,,,,
MRPS18A,CD8.c17(NME1+ T),0.22 ,2.88E-06,1.75E-05,1552,29.43%,2,0.14 ,14,0.59 ,3.21E-06,,,,,,,,
ARNTL2,CD8.c17(NME1+ T),0.22 ,3.12E-03,9.07E-03,1553,2.60%,4,0.29 ,14,1.17 ,1.44E-18,TRUE,,,,,,,
FLII,CD8.c17(NME1+ T),0.22 ,2.13E-07,1.71E-06,1554,34.50%,2,0.14 ,14,0.55 ,1.89E-04,,,,,,,,
RPS13,CD8.c17(NME1+ T),0.22 ,5.64E-09,6.95E-08,1555,50.94%,4,0.29 ,14,0.41 ,5.32E-09,,,,,,,,
SLC25A17,CD8.c17(NME1+ T),0.22 ,2.65E-07,2.07E-06,1556,18.97%,5,0.36 ,14,0.47 ,8.51E-03,,,,,TRUE,,,
PGD,CD8.c17(NME1+ T),0.22 ,2.92E-05,1.37E-04,1557,30.41%,3,0.21 ,14,0.52 ,5.02E-04,,,,,,TRUE,,
BAX,CD8.c17(NME1+ T),0.22 ,1.18E-10,2.26E-09,1558,46.59%,3,0.21 ,14,0.48 ,7.58E-03,,,,,,,,
PARP2,CD8.c17(NME1+ T),0.22 ,4.10E-07,3.03E-06,1559,13.32%,2,0.14 ,14,0.41 ,1.14E-02,,,,,,TRUE,TRUE,
TMEM14C,CD8.c17(NME1+ T),0.22 ,1.04E-07,9.12E-07,1560,34.31%,5,0.36 ,14,0.58 ,5.83E-05,,,,,TRUE,,,
IL32,CD8.c17(NME1+ T),0.22 ,1.18E-03,3.82E-03,1561,50.55%,3,0.21 ,14,0.70 ,1.28E-04,,,,TRUE,,,,
GEN1,CD8.c17(NME1+ T),0.22 ,1.18E-04,4.82E-04,1562,10.72%,3,0.21 ,14,0.62 ,1.32E-05,,,,,,,,
CCDC18,CD8.c17(NME1+ T),0.22 ,8.29E-09,9.70E-08,1563,19.62%,3,0.21 ,14,0.55 ,2.09E-04,,,,,,,,
RPL7A,CD8.c17(NME1+ T),0.22 ,4.91E-06,2.83E-05,1564,53.67%,4,0.29 ,14,0.50 ,1.80E-04,,,,,,,,
DDX49,CD8.c17(NME1+ T),0.22 ,1.97E-07,1.59E-06,1565,27.68%,4,0.29 ,14,0.53 ,3.55E-04,,,,,,TRUE,,
ACD,CD8.c17(NME1+ T),0.22 ,1.31E-11,3.17E-10,1566,31.32%,3,0.21 ,14,0.52 ,4.53E-03,,,,,,,,
DCK,CD8.c17(NME1+ T),0.22 ,1.03E-06,6.90E-06,1567,36.58%,3,0.21 ,14,0.52 ,1.16E-05,,TRUE,,,,TRUE,TRUE,
SARS2,CD8.c17(NME1+ T),0.22 ,2.50E-05,1.19E-04,1568,16.31%,4,0.29 ,14,0.56 ,1.42E-05,,,,,,TRUE,,TRUE
SEH1L,CD8.c17(NME1+ T),0.22 ,3.51E-04,1.29E-03,1569,20.21%,3,0.21 ,14,0.56 ,1.17E-04,,,TRUE,,,,,
GNAI3,CD8.c17(NME1+ T),0.22 ,3.41E-10,5.80E-09,1570,41.78%,4,0.29 ,14,0.44 ,4.64E-03,,,,,,,,
HIST1H4H,CD8.c17(NME1+ T),0.22 ,5.73E-04,2.00E-03,1571,9.23%,3,0.21 ,14,1.16 ,2.87E-14,,,,,,,,
NAA15,CD8.c17(NME1+ T),0.22 ,4.09E-16,2.83E-14,1572,26.58%,3,0.21 ,14,0.41 ,3.79E-03,,,,,,,,
APOBEC3C,CD8.c17(NME1+ T),0.22 ,1.20E-08,1.36E-07,1573,45.81%,3,0.21 ,14,0.47 ,3.69E-05,,,,,,,,
CTPS1,CD8.c17(NME1+ T),0.22 ,2.50E-04,9.54E-04,1574,22.09%,3,0.21 ,14,0.58 ,1.44E-17,,,,,,TRUE,,TRUE
FANCB,CD8.c17(NME1+ T),0.22 ,4.13E-05,1.88E-04,1575,8.77%,2,0.14 ,14,0.89 ,7.69E-11,,,,,,,,
PSMD12,CD8.c17(NME1+ T),0.22 ,5.72E-09,7.04E-08,1576,34.44%,2,0.14 ,14,0.62 ,1.02E-06,,,,,,,,
KARS,CD8.c17(NME1+ T),0.22 ,8.66E-07,5.90E-06,1577,34.18%,1,0.07 ,14,0.45 ,2.07E-02,,,,,,TRUE,,TRUE
TSTA3,CD8.c17(NME1+ T),0.22 ,3.16E-07,2.41E-06,1578,34.96%,2,0.14 ,14,0.57 ,8.63E-05,,,,,,TRUE,,
YIF1A,CD8.c17(NME1+ T),0.22 ,1.02E-06,6.84E-06,1579,32.94%,2,0.14 ,14,0.62 ,1.37E-05,,,,,TRUE,,,
CAPRIN1,CD8.c17(NME1+ T),0.22 ,2.77E-05,1.31E-04,1581,37.82%,3,0.21 ,14,0.51 ,6.50E-04,,,,,,,,
IKBKE,CD8.c17(NME1+ T),0.22 ,5.87E-07,4.18E-06,1582,22.74%,2,0.14 ,14,0.60 ,6.46E-04,,TRUE,,,,TRUE,,
GSTM1,CD8.c17(NME1+ T),0.22 ,1.21E-03,3.90E-03,1583,15.79%,2,0.14 ,14,0.61 ,3.79E-19,,,,,,TRUE,,
LRRCC1,CD8.c17(NME1+ T),0.22 ,8.86E-05,3.72E-04,1584,13.26%,3,0.21 ,14,0.61 ,4.91E-04,,,,,,,,
TIMM17B,CD8.c17(NME1+ T),0.21 ,9.64E-06,5.14E-05,1585,38.66%,4,0.29 ,14,0.52 ,4.95E-03,,,,,TRUE,,,
ANKRD39,CD8.c17(NME1+ T),0.21 ,1.29E-06,8.48E-06,1586,26.25%,2,0.14 ,14,0.48 ,4.85E-02,,,,,,,,
PRIM2,CD8.c17(NME1+ T),0.21 ,6.33E-05,2.75E-04,1587,22.09%,4,0.29 ,14,0.59 ,4.66E-05,,,,,,,,
MRPS6,CD8.c17(NME1+ T),0.21 ,8.28E-05,3.50E-04,1588,45.55%,5,0.36 ,14,0.70 ,7.77E-07,,,,,,,,
RFWD3,CD8.c17(NME1+ T),0.21 ,1.24E-09,1.84E-08,1589,18.58%,4,0.29 ,14,0.51 ,7.35E-04,,,,,,TRUE,,TRUE
ELOVL1,CD8.c17(NME1+ T),0.21 ,1.11E-05,5.80E-05,1590,35.41%,2,0.14 ,14,0.66 ,5.52E-05,,,,,TRUE,TRUE,,
COMMD9,CD8.c17(NME1+ T),0.21 ,1.82E-06,1.16E-05,1591,23.59%,2,0.14 ,14,0.64 ,1.74E-08,,,,,,,,
COA5,CD8.c17(NME1+ T),0.21 ,4.56E-11,9.68E-10,1592,26.71%,2,0.14 ,14,0.35 ,8.93E-07,,,,,,,,
ANXA4,CD8.c17(NME1+ T),0.21 ,2.95E-06,1.79E-05,1593,21.18%,4,0.29 ,14,0.56 ,1.23E-04,,,,,,,,
HADHB,CD8.c17(NME1+ T),0.21 ,3.25E-11,7.16E-10,1594,35.09%,2,0.14 ,14,0.51 ,6.16E-04,,,,,,TRUE,,TRUE
PSME3,CD8.c17(NME1+ T),0.21 ,1.70E-07,1.40E-06,1595,32.49%,3,0.21 ,14,0.47 ,4.79E-04,,,,,,,,
MLEC,CD8.c17(NME1+ T),0.21 ,7.88E-05,3.35E-04,1596,36.58%,5,0.36 ,14,0.53 ,3.27E-03,,,,,TRUE,,,
DBF4B,CD8.c17(NME1+ T),0.21 ,4.51E-06,2.63E-05,1597,7.15%,4,0.29 ,14,0.56 ,1.08E-03,,,,,,,,
SNAP29,CD8.c17(NME1+ T),0.21 ,3.03E-06,1.83E-05,1598,28.46%,3,0.21 ,14,0.54 ,2.85E-05,,,,,,,,
NUP62,CD8.c17(NME1+ T),0.21 ,1.92E-07,1.56E-06,1599,26.51%,3,0.21 ,14,0.55 ,1.68E-04,,,TRUE,,,,,TRUE
GRWD1,CD8.c17(NME1+ T),0.21 ,3.27E-08,3.31E-07,1600,24.50%,2,0.14 ,14,0.44 ,3.16E-10,,,,,,,,
AP2A1,CD8.c17(NME1+ T),0.21 ,7.57E-06,4.16E-05,1601,26.45%,4,0.29 ,14,0.67 ,3.05E-05,,,,,,,,
C9orf40,CD8.c17(NME1+ T),0.21 ,3.91E-07,2.90E-06,1602,8.45%,1,0.07 ,14,0.46 ,2.71E-11,TRUE,,,,,,,
UROS,CD8.c17(NME1+ T),0.21 ,2.50E-05,1.19E-04,1603,27.75%,4,0.29 ,14,0.51 ,5.96E-04,,,,,,TRUE,,TRUE
CENPJ,CD8.c17(NME1+ T),0.21 ,1.43E-08,1.58E-07,1604,10.59%,2,0.14 ,14,0.40 ,6.46E-04,,,,,,,,
POLR1D,CD8.c17(NME1+ T),0.21 ,5.89E-07,4.19E-06,1605,47.89%,2,0.14 ,14,0.43 ,3.15E-04,,,,,,,,
ECSIT,CD8.c17(NME1+ T),0.21 ,2.60E-07,2.03E-06,1606,23.72%,2,0.14 ,14,0.50 ,6.53E-03,,,,,,,,
METAP2,CD8.c17(NME1+ T),0.21 ,9.46E-10,1.44E-08,1607,40.48%,1,0.07 ,14,0.42 ,2.81E-02,,,,,,TRUE,TRUE,
